"Swap","RearUp","RearDown","Walk","Still","Transition","LegAdjust","ArmAdjust","RBodyGroom","RArmGroom","AnogenitalGroom","WetDogShake","FaceWipes","LHeadWipe","RHeadWipe","RArmScratch","LHeadScratch","RHeadScratch","AdjustSteps","HeadRaise","HeadLower","HeadRotate","Digging","prone_still","rear_still",


